0,23:32:57.565542
1,23:32:57.585391
2,23:32:57.596139
3,23:32:57.610831
4,23:32:57.626912
5,23:32:57.641315
6,23:32:57.657116
7,23:32:57.681677
8,23:32:57.700419
9,23:32:57.722605
10,23:32:57.734350
11,23:32:57.746927
12,23:32:57.758161
13,23:32:57.770110
14,23:32:57.781847
15,23:32:57.797989
16,23:32:57.811811
17,23:32:57.824323
18,23:32:57.836070
19,23:32:57.849617
20,23:32:57.860887
21,23:32:57.911193
22,23:32:57.952078
23,23:32:57.964163
24,23:32:57.977984
25,23:32:57.995845
26,23:32:58.009256
27,23:32:58.020212
28,23:32:58.035296
29,23:32:58.048640
30,23:32:58.116839
31,23:32:58.297167
32,23:32:58.309444
33,23:32:58.333909
34,23:32:58.355771
35,23:32:58.368955
36,23:32:58.408250
37,23:32:58.448295
38,23:32:58.510390
39,23:32:58.523893
40,23:32:58.541454
41,23:32:58.563437
42,23:32:58.577581
43,23:32:58.600909
44,23:32:58.612379
45,23:32:58.673138
46,23:32:58.684462
47,23:32:58.695017
48,23:32:58.706828
49,23:32:58.717691
50,23:32:58.729338
51,23:32:58.739873
52,23:32:58.756078
53,23:32:58.769835
54,23:32:58.784267
55,23:32:58.808273
56,23:32:58.822524
57,23:32:58.835120
58,23:32:58.864325
59,23:32:58.922495
60,23:32:58.989785
61,23:32:59.002250
62,23:32:59.012901
63,23:32:59.039854
64,23:32:59.050497
65,23:32:59.068993
66,23:32:59.080800
67,23:32:59.095606
68,23:32:59.114070
69,23:32:59.127568
70,23:32:59.138042
71,23:32:59.153684
72,23:32:59.164898
73,23:32:59.175630
74,23:32:59.195527
75,23:32:59.207187
76,23:32:59.226150
77,23:32:59.240233
78,23:32:59.251001
79,23:32:59.261884
80,23:32:59.274754
81,23:32:59.289462
82,23:32:59.303254
83,23:32:59.314560
84,23:32:59.325204
85,23:32:59.341213
86,23:32:59.353385
87,23:32:59.365496
88,23:32:59.376149
89,23:32:59.386970
90,23:32:59.399464
91,23:32:59.412427
92,23:32:59.423233
93,23:32:59.433925
94,23:32:59.444697
95,23:32:59.458862
96,23:32:59.475300
